Line: R29, Position: 79, Quotient: 0, Password: 0
Line: R5, Position: 92, Quotient: 0, Password: 3142
Line: L80, Position: 12, Quotient: 0, Password: 3142
Line: R88, Position: 0, Quotient: 1, Password: 3143
Line: R33, Position: 33, Quotient: 0, Password: 3143
Line: L33, Position: 0, Quotient: 0, Password: 3144
Line: R60, Position: 60, Quotient: 0, Password: 3144
Line: R40, Position: 0, Quotient: 1, Password: 3145
Line: R71, Position: 71, Quotient: 0, Password: 3145
Line: L71, Position: 0, Quotient: 0, Password: 3146
Line: L76, Position: 24, Quotient: -1, Password: 3146
Line: R6, Position: 30, Quotient: 0, Password: 3146
Line: L574, Position: 56, Quotient: -1, Password: 3152
Line: L56, Position: 0, Quotient: 0, Password: 3153
Line: L12, Position: 88, Quotient: -1, Password: 3153
Line: R90, Position: 78, Quotient: 1, Password: 3154
Line: R122, Position: 0, Quotient: 1, Password: 3156
Line: R46, Position: 46, Quotient: 0, Password: 3156
Line: R41, Position: 87, Quotient: 0, Password: 3156
Line: R20, Position: 7, Quotient: 1, Password: 3157
Line: R93, Position: 0, Quotient: 1, Password: 3158
Line: R70, Position: 70, Quotient: 0, Password: 3158
Line: L270, Position: 0, Quotient: 0, Password: 3161
Line: L77, Position: 23, Quotient: -1, Password: 3161
Line: R77, Position: 0, Quotient: 1, Password: 3162
Line: L36, Position: 64, Quotient: -1, Password: 3162
Line: L102, Position: 62, Quotient: 0, Password: 3163
Line: R238, Position: 0, Quotient: 1, Password: 3166
Line: R611, Position: 11, Quotient: 0, Password: 3172
Line: R42, Position: 53, Quotient: 0, Password: 3172
Line: L677, Position: 76, Quotient: -1, Password: 3179
Line: L76, Position: 0, Quotient: 0, Password: 3180
Line: L76, Position: 24, Quotient: -1, Password: 3180
Line: L584, Position: 40, Quotient: -1, Password: 3186
Line: L40, Position: 0, Quotient: 0, Password: 3187
Line: R82, Position: 82, Quotient: 0, Password: 3187
Line: L582, Position: 0, Quotient: 0, Password: 3193
Line: L62, Position: 38, Quotient: -1, Password: 3193
Line: L38, Position: 0, Quotient: 0, Password: 3194
Line: R888, Position: 88, Quotient: 0, Password: 3202
Line: L50, Position: 38, Quotient: 0, Password: 3202
Line: R21, Position: 59, Quotient: 0, Password: 3202
Line: L23, Position: 36, Quotient: 0, Password: 3202
Line: L581, Position: 55, Quotient: -1, Password: 3208
Line: L55, Position: 0, Quotient: 0, Password: 3209
Line: R60, Position: 60, Quotient: 0, Password: 3209
Line: L96, Position: 64, Quotient: -1, Password: 3210
Line: L94, Position: 70, Quotient: -1, Password: 3211
Line: L71, Position: 99, Quotient: -1, Password: 3212
Line: L29, Position: 70, Quotient: 0, Password: 3212
Line: R1, Position: 71, Quotient: 0, Password: 3212
Line: R55, Position: 26, Quotient: 1, Password: 3213
Line: L48, Position: 78, Quotient: -1, Password: 3214
Line: L19, Position: 59, Quotient: 0, Password: 3214
Line: R37, Position: 96, Quotient: 0, Password: 3214
Line: L96, Position: 0, Quotient: 0, Password: 3215
Line: L13, Position: 87, Quotient: -1, Password: 3215
Line: R421, Position: 8, Quotient: 1, Password: 3220
Line: L508, Position: 0, Quotient: 0, Password: 3226
Line: L11, Position: 89, Quotient: -1, Password: 3226
Line: R371, Position: 60, Quotient: 1, Password: 3230
Line: R11, Position: 71, Quotient: 0, Password: 3230
Line: L84, Position: 87, Quotient: -1, Password: 3231
Line: L93, Position: 94, Quotient: -1, Password: 3232
Line: L43, Position: 51, Quotient: 0, Password: 3232
Line: L74, Position: 77, Quotient: -1, Password: 3233
Line: R23, Position: 0, Quotient: 1, Password: 3234
Line: R81, Position: 81, Quotient: 0, Password: 3234
Line: R71, Position: 52, Quotient: 1, Password: 3235
Line: R49, Position: 1, Quotient: 1, Password: 3236
Line: L607, Position: 94, Quotient: -1, Password: 3243
Line: R24, Position: 18, Quotient: 1, Password: 3244
Line: L46, Position: 72, Quotient: -1, Password: 3245
Line: R58, Position: 30, Quotient: 1, Password: 3246
Line: R11, Position: 41, Quotient: 0, Password: 3246
Line: R1, Position: 42, Quotient: 0, Password: 3246
Line: L25, Position: 17, Quotient: 0, Password: 3246
Line: L61, Position: 56, Quotient: -1, Password: 3247
Line: L479, Position: 77, Quotient: -1, Password: 3252
Line: R296, Position: 73, Quotient: 1, Password: 3255
Line: L3, Position: 70, Quotient: 0, Password: 3255
Line: L70, Position: 0, Quotient: 0, Password: 3256
Line: L94, Position: 6, Quotient: -1, Password: 3256
Line: R56, Position: 62, Quotient: 0, Password: 3256
Line: L62, Position: 0, Quotient: 0, Password: 3257
Line: L41, Position: 59, Quotient: -1, Password: 3257
Line: R601, Position: 60, Quotient: 0, Password: 3263
Line: R40, Position: 0, Quotient: 1, Password: 3264
Line: L87, Position: 13, Quotient: -1, Password: 3264
Line: L174, Position: 39, Quotient: -1, Password: 3266
Line: R17, Position: 56, Quotient: 0, Password: 3266
Line: R44, Position: 0, Quotient: 1, Password: 3267
Line: R47, Position: 47, Quotient: 0, Password: 3267
Line: R75, Position: 22, Quotient: 1, Password: 3268
Line: L22, Position: 0, Quotient: 0, Password: 3269
Line: L38, Position: 62, Quotient: -1, Password: 3269
Line: L92, Position: 70, Quotient: -1, Password: 3270
Line: R61, Position: 31, Quotient: 1, Password: 3271
Line: R75, Position: 6, Quotient: 1, Password: 3272
Line: L6, Position: 0, Quotient: 0, Password: 3273
Line: R72, Position: 72, Quotient: 0, Password: 3273
Line: L67, Position: 5, Quotient: 0, Password: 3273
Line: R95, Position: 0, Quotient: 1, Password: 3274
Line: L78, Position: 22, Quotient: -1, Password: 3274
Line: L22, Position: 0, Quotient: 0, Password: 3275
Line: L21, Position: 79, Quotient: -1, Password: 3275
Line: R460, Position: 39, Quotient: 1, Password: 3280
Line: R65, Position: 4, Quotient: 1, Password: 3281
Line: L652, Position: 52, Quotient: -1, Password: 3288
Line: R59, Position: 11, Quotient: 1, Password: 3289
Line: R28, Position: 39, Quotient: 0, Password: 3289
Line: L39, Position: 0, Quotient: 0, Password: 3290
Line: R10, Position: 10, Quotient: 0, Password: 3290
Line: L744, Position: 66, Quotient: -1, Password: 3298
Line: L66, Position: 0, Quotient: 0, Password: 3299
Line: R38, Position: 38, Quotient: 0, Password: 3299
Line: L92, Position: 46, Quotient: -1, Password: 3300
Line: R350, Position: 96, Quotient: 0, Password: 3303
Line: L54, Position: 42, Quotient: 0, Password: 3303
Line: L86, Position: 56, Quotient: -1, Password: 3304
Line: R50, Position: 6, Quotient: 1, Password: 3305
Line: L11, Position: 95, Quotient: -1, Password: 3306
Line: L855, Position: 40, Quotient: 0, Password: 3314
Line: L19, Position: 21, Quotient: 0, Password: 3314
Line: L943, Position: 78, Quotient: -1, Password: 3324
Line: L18, Position: 60, Quotient: 0, Password: 3324
Line: R982, Position: 42, Quotient: 1, Password: 3334
Line: R51, Position: 93, Quotient: 0, Password: 3334
Line: R707, Position: 0, Quotient: 1, Password: 3342
Line: L86, Position: 14, Quotient: -1, Password: 3342
Line: R58, Position: 72, Quotient: 0, Password: 3342
Line: L72, Position: 0, Quotient: 0, Password: 3343
Line: R96, Position: 96, Quotient: 0, Password: 3343
Line: L78, Position: 18, Quotient: 0, Password: 3343
Line: R82, Position: 0, Quotient: 1, Password: 3344
Line: L6, Position: 94, Quotient: -1, Password: 3344
Line: R6, Position: 0, Quotient: 1, Password: 3345
Line: L14, Position: 86, Quotient: -1, Password: 3345
Line: L6, Position: 80, Quotient: 0, Password: 3345
Line: L74, Position: 6, Quotient: 0, Password: 3345
Line: R1, Position: 7, Quotient: 0, Password: 3345
Line: R1, Position: 8, Quotient: 0, Password: 3345
Line: L8, Position: 0, Quotient: 0, Password: 3346
Line: L529, Position: 71, Quotient: -1, Password: 3351
Line: L71, Position: 0, Quotient: 0, Password: 3352
Line: R23, Position: 23, Quotient: 0, Password: 3352
Line: L51, Position: 72, Quotient: -1, Password: 3353
Line: R8, Position: 80, Quotient: 0, Password: 3353
Line: L80, Position: 0, Quotient: 0, Password: 3354
Line: L61, Position: 39, Quotient: -1, Password: 3354
Line: L63, Position: 76, Quotient: -1, Password: 3355
Line: R76, Position: 52, Quotient: 1, Password: 3356
Line: L52, Position: 0, Quotient: 0, Password: 3357
Line: R341, Position: 41, Quotient: 0, Password: 3360
Line: R659, Position: 0, Quotient: 1, Password: 3367
Line: L215, Position: 85, Quotient: -1, Password: 3369
Line: R68, Position: 53, Quotient: 1, Password: 3370
Line: L96, Position: 57, Quotient: -1, Password: 3371
Line: L57, Position: 0, Quotient: 0, Password: 3372
Line: L18, Position: 82, Quotient: -1, Password: 3372
Line: R18, Position: 0, Quotient: 1, Password: 3373
Line: R88, Position: 88, Quotient: 0, Password: 3373
Line: L22, Position: 66, Quotient: 0, Password: 3373
Line: R27, Position: 93, Quotient: 0, Password: 3373
Line: L48, Position: 45, Quotient: 0, Password: 3373
Line: R70, Position: 15, Quotient: 1, Password: 3374
Line: R30, Position: 45, Quotient: 0, Password: 3374
Line: L89, Position: 56, Quotient: -1, Password: 3375
Line: L60, Position: 96, Quotient: -1, Password: 3376
Line: R49, Position: 45, Quotient: 1, Password: 3377
Line: L55, Position: 90, Quotient: -1, Password: 3378
Line: R675, Position: 65, Quotient: 1, Password: 3385
Line: L517, Position: 48, Quotient: 0, Password: 3390
Line: L46, Position: 2, Quotient: 0, Password: 3390
Line: R98, Position: 0, Quotient: 1, Password: 3391
Line: L42, Position: 58, Quotient: -1, Password: 3391
Line: L791, Position: 67, Quotient: -1, Password: 3399
Line: L50, Position: 17, Quotient: 0, Password: 3399
Line: L17, Position: 0, Quotient: 0, Password: 3400
Line: R910, Position: 10, Quotient: 0, Password: 3409
Line: R601, Position: 11, Quotient: 0, Password: 3415
Line: L11, Position: 0, Quotient: 0, Password: 3416
Line: R52, Position: 52, Quotient: 0, Password: 3416
Line: R48, Position: 0, Quotient: 1, Password: 3417
Line: R62, Position: 62, Quotient: 0, Password: 3417
Line: L62, Position: 0, Quotient: 0, Password: 3418
Line: L20, Position: 80, Quotient: -1, Password: 3418
Line: R20, Position: 0, Quotient: 1, Password: 3419
Line: R53, Position: 53, Quotient: 0, Password: 3419
Line: L37, Position: 16, Quotient: 0, Password: 3419
Line: L16, Position: 0, Quotient: 0, Password: 3420
Line: R87, Position: 87, Quotient: 0, Password: 3420
Line: R76, Position: 63, Quotient: 1, Password: 3421
Line: R37, Position: 0, Quotient: 1, Password: 3422
Line: R97, Position: 97, Quotient: 0, Password: 3422
Line: R47, Position: 44, Quotient: 1, Password: 3423
Line: L67, Position: 77, Quotient: -1, Password: 3424
Line: R240, Position: 17, Quotient: 1, Password: 3427
Line: R83, Position: 0, Quotient: 1, Password: 3428
Line: R23, Position: 23, Quotient: 0, Password: 3428
Line: R66, Position: 89, Quotient: 0, Password: 3428
Line: L169, Position: 20, Quotient: 0, Password: 3429
Line: L20, Position: 0, Quotient: 0, Password: 3430
Line: R55, Position: 55, Quotient: 0, Password: 3430
Line: L855, Position: 0, Quotient: 0, Password: 3439
Line: R3, Position: 3, Quotient: 0, Password: 3439
Line: R73, Position: 76, Quotient: 0, Password: 3439
Line: R124, Position: 0, Quotient: 1, Password: 3441
Line: R89, Position: 89, Quotient: 0, Password: 3441
Line: R67, Position: 56, Quotient: 1, Password: 3442
Line: L6, Position: 50, Quotient: 0, Password: 3442
Line: L61, Position: 89, Quotient: -1, Password: 3443
Line: R14, Position: 3, Quotient: 1, Password: 3444
Line: R97, Position: 0, Quotient: 1, Password: 3445
Line: L63, Position: 37, Quotient: -1, Password: 3445
Line: L62, Position: 75, Quotient: -1, Password: 3446
Line: R676, Position: 51, Quotient: 1, Password: 3453
Line: L51, Position: 0, Quotient: 0, Password: 3454
Line: R18, Position: 18, Quotient: 0, Password: 3454
Line: L12, Position: 6, Quotient: 0, Password: 3454
Line: R94, Position: 0, Quotient: 1, Password: 3455
Line: R4, Position: 4, Quotient: 0, Password: 3455
Line: R24, Position: 28, Quotient: 0, Password: 3455
Line: L28, Position: 0, Quotient: 0, Password: 3456
Line: R17, Position: 17, Quotient: 0, Password: 3456
Line: L16, Position: 1, Quotient: 0, Password: 3456
Line: L82, Position: 19, Quotient: -1, Password: 3457
Line: R958, Position: 77, Quotient: 0, Password: 3466
Line: L18, Position: 59, Quotient: 0, Password: 3466
Line: R41, Position: 0, Quotient: 1, Password: 3467
Line: R41, Position: 41, Quotient: 0, Password: 3467
Line: L855, Position: 86, Quotient: -1, Password: 3476
Line: L86, Position: 0, Quotient: 0, Password: 3477
Line: R57, Position: 57, Quotient: 0, Password: 3477
Line: L83, Position: 74, Quotient: -1, Password: 3478
Line: L45, Position: 29, Quotient: 0, Password: 3478
Line: R27, Position: 56, Quotient: 0, Password: 3478
Line: R44, Position: 0, Quotient: 1, Password: 3479
Line: L43, Position: 57, Quotient: -1, Password: 3479
Line: L31, Position: 26, Quotient: 0, Password: 3479
Line: L426, Position: 0, Quotient: 0, Password: 3484
Line: R84, Position: 84, Quotient: 0, Password: 3484
Line: L96, Position: 88, Quotient: -1, Password: 3485
Line: L90, Position: 98, Quotient: -1, Password: 3486
Line: L16, Position: 82, Quotient: 0, Password: 3486
Line: L69, Position: 13, Quotient: 0, Password: 3486
Line: R58, Position: 71, Quotient: 0, Password: 3486
Line: R78, Position: 49, Quotient: 1, Password: 3487
Line: R89, Position: 38, Quotient: 1, Password: 3488
Line: L16, Position: 22, Quotient: 0, Password: 3488
Line: R47, Position: 69, Quotient: 0, Password: 3488
Line: R515, Position: 84, Quotient: 0, Password: 3493
Line: R64, Position: 48, Quotient: 1, Password: 3494
Line: L56, Position: 92, Quotient: -1, Password: 3495
Line: L92, Position: 0, Quotient: 0, Password: 3496
Line: L33, Position: 67, Quotient: -1, Password: 3496
Line: L67, Position: 0, Quotient: 0, Password: 3497
Line: L60, Position: 40, Quotient: -1, Password: 3497
Line: L40, Position: 0, Quotient: 0, Password: 3498
Line: L75, Position: 25, Quotient: -1, Password: 3498
Line: R75, Position: 0, Quotient: 1, Password: 3499
Line: L15, Position: 85, Quotient: -1, Password: 3499
Line: L29, Position: 56, Quotient: 0, Password: 3499
Line: R71, Position: 27, Quotient: 1, Password: 3500
Line: R40, Position: 67, Quotient: 0, Password: 3500
Line: L67, Position: 0, Quotient: 0, Password: 3501
Line: R69, Position: 69, Quotient: 0, Password: 3501
Line: L8, Position: 61, Quotient: 0, Password: 3501
Line: L61, Position: 0, Quotient: 0, Password: 3502
Line: L934, Position: 66, Quotient: -1, Password: 3511
Line: L36, Position: 30, Quotient: 0, Password: 3511
Line: R70, Position: 0, Quotient: 1, Password: 3512
Line: L83, Position: 17, Quotient: -1, Password: 3512
Line: R97, Position: 14, Quotient: 1, Password: 3513
Line: R32, Position: 46, Quotient: 0, Password: 3513
Line: L31, Position: 15, Quotient: 0, Password: 3513
Line: L45, Position: 70, Quotient: -1, Password: 3514
Line: L70, Position: 0, Quotient: 0, Password: 3515
Line: L32, Position: 68, Quotient: -1, Password: 3515
Line: R80, Position: 48, Quotient: 1, Password: 3516
Line: R69, Position: 17, Quotient: 1, Password: 3517
Line: L1, Position: 16, Quotient: 0, Password: 3517
Line: R84, Position: 0, Quotient: 1, Password: 3518
Line: L6, Position: 94, Quotient: -1, Password: 3518
Line: L94, Position: 0, Quotient: 0, Password: 3519
Line: R76, Position: 76, Quotient: 0, Password: 3519
Line: R24, Position: 0, Quotient: 1, Password: 3520
Line: L10, Position: 90, Quotient: -1, Password: 3520
Line: L90, Position: 0, Quotient: 0, Password: 3521
Line: L21, Position: 79, Quotient: -1, Password: 3521
Line: R70, Position: 49, Quotient: 1, Password: 3522
Line: L59, Position: 90, Quotient: -1, Password: 3523
Line: L90, Position: 0, Quotient: 0, Password: 3524
Line: R45, Position: 45, Quotient: 0, Password: 3524
Line: R580, Position: 25, Quotient: 1, Password: 3530
Line: L25, Position: 0, Quotient: 0, Password: 3531
Line: R79, Position: 79, Quotient: 0, Password: 3531
Line: L79, Position: 0, Quotient: 0, Password: 3532
Line: L47, Position: 53, Quotient: -1, Password: 3532
Line: L497, Position: 56, Quotient: -1, Password: 3537
Line: R44, Position: 0, Quotient: 1, Password: 3538
Line: R6, Position: 6, Quotient: 0, Password: 3538
Line: L6, Position: 0, Quotient: 0, Password: 3539
Line: R86, Position: 86, Quotient: 0, Password: 3539
Line: R59, Position: 45, Quotient: 1, Password: 3540
Line: L45, Position: 0, Quotient: 0, Password: 3541
Line: L26, Position: 74, Quotient: -1, Password: 3541
Line: R936, Position: 10, Quotient: 1, Password: 3551
Line: R90, Position: 0, Quotient: 1, Password: 3552
Line: R897, Position: 97, Quotient: 0, Password: 3560
Line: R198, Position: 95, Quotient: 1, Password: 3562
Line: L16, Position: 79, Quotient: 0, Password: 3562
Line: R21, Position: 0, Quotient: 1, Password: 3563
Line: R88, Position: 88, Quotient: 0, Password: 3563
Line: L67, Position: 21, Quotient: 0, Password: 3563
Line: L66, Position: 55, Quotient: -1, Password: 3564
Line: R845, Position: 0, Quotient: 1, Password: 3573
Line: R36, Position: 36, Quotient: 0, Password: 3573
Line: L86, Position: 50, Quotient: -1, Password: 3574
Line: L5, Position: 45, Quotient: 0, Password: 3574
Line: L945, Position: 0, Quotient: 0, Password: 3584
Line: L49, Position: 51, Quotient: -1, Password: 3584
Line: L40, Position: 11, Quotient: 0, Password: 3584
Line: L90, Position: 21, Quotient: -1, Password: 3585
Line: R879, Position: 0, Quotient: 1, Password: 3594
Line: R58, Position: 58, Quotient: 0, Password: 3594
Line: R84, Position: 42, Quotient: 1, Password: 3595
Line: L42, Position: 0, Quotient: 0, Password: 3596
Line: R20, Position: 20, Quotient: 0, Password: 3596
Line: R5, Position: 25, Quotient: 0, Password: 3596
Line: R37, Position: 62, Quotient: 0, Password: 3596
Line: L62, Position: 0, Quotient: 0, Password: 3597
Line: R58, Position: 58, Quotient: 0, Password: 3597
Line: R752, Position: 10, Quotient: 1, Password: 3605
Line: R90, Position: 0, Quotient: 1, Password: 3606
Line: L88, Position: 12, Quotient: -1, Password: 3606
Line: R988, Position: 0, Quotient: 1, Password: 3616
Line: L88, Position: 12, Quotient: -1, Password: 3616
Line: R85, Position: 97, Quotient: 0, Password: 3616
Line: L97, Position: 0, Quotient: 0, Password: 3617
Line: L67, Position: 33, Quotient: -1, Password: 3617
Line: L933, Position: 0, Quotient: 0, Password: 3627
Line: R47, Position: 47, Quotient: 0, Password: 3627
Line: R3, Position: 50, Quotient: 0, Password: 3627
Line: R37, Position: 87, Quotient: 0, Password: 3627
Line: R50, Position: 37, Quotient: 1, Password: 3628
Line: R72, Position: 9, Quotient: 1, Password: 3629
Line: R85, Position: 94, Quotient: 0, Password: 3629
Line: L16, Position: 78, Quotient: 0, Password: 3629
Line: R48, Position: 26, Quotient: 1, Password: 3630
Line: L26, Position: 0, Quotient: 0, Password: 3631
Line: L734, Position: 66, Quotient: -1, Password: 3638
Line: R33, Position: 99, Quotient: 0, Password: 3638
Line: L59, Position: 40, Quotient: 0, Password: 3638
Line: R60, Position: 0, Quotient: 1, Password: 3639
Line: L46, Position: 54, Quotient: -1, Password: 3639
Line: R83, Position: 37, Quotient: 1, Password: 3640
Line: R55, Position: 92, Quotient: 0, Password: 3640
Line: R8, Position: 0, Quotient: 1, Password: 3641
Line: L53, Position: 47, Quotient: -1, Password: 3641
Line: R63, Position: 10, Quotient: 1, Password: 3642
Line: R19, Position: 29, Quotient: 0, Password: 3642
Line: R969, Position: 98, Quotient: 0, Password: 3651
Line: L50, Position: 48, Quotient: 0, Password: 3651
Line: R60, Position: 8, Quotient: 1, Password: 3652
Line: L12, Position: 96, Quotient: -1, Password: 3653
Line: L96, Position: 0, Quotient: 0, Password: 3654
Line: R66, Position: 66, Quotient: 0, Password: 3654
Line: L21, Position: 45, Quotient: 0, Password: 3654
Line: L94, Position: 51, Quotient: -1, Password: 3655
Line: L72, Position: 79, Quotient: -1, Password: 3656
Line: L31, Position: 48, Quotient: 0, Password: 3656
Line: R452, Position: 0, Quotient: 1, Password: 3661
Line: L1, Position: 99, Quotient: -1, Password: 3661
Line: L61, Position: 38, Quotient: 0, Password: 3661
Line: R24, Position: 62, Quotient: 0, Password: 3661
Line: R94, Position: 56, Quotient: 1, Password: 3662
Line: R10, Position: 66, Quotient: 0, Password: 3662
Line: R40, Position: 6, Quotient: 1, Password: 3663
Line: R56, Position: 62, Quotient: 0, Password: 3663
Line: L162, Position: 0, Quotient: 0, Password: 3665
Line: L29, Position: 71, Quotient: -1, Password: 3665
Line: R39, Position: 10, Quotient: 1, Password: 3666
Line: L910, Position: 0, Quotient: 0, Password: 3676
Line: R391, Position: 91, Quotient: 0, Password: 3679
Line: R84, Position: 75, Quotient: 1, Password: 3680
Line: R25, Position: 0, Quotient: 1, Password: 3681
Line: L72, Position: 28, Quotient: -1, Password: 3681
Line: R21, Position: 49, Quotient: 0, Password: 3681
Line: R65, Position: 14, Quotient: 1, Password: 3682
Line: R7, Position: 21, Quotient: 0, Password: 3682
Line: L24, Position: 97, Quotient: -1, Password: 3683
Line: R1, Position: 98, Quotient: 0, Password: 3683
Line: L94, Position: 4, Quotient: 0, Password: 3683
Line: L234, Position: 70, Quotient: -1, Password: 3686
Line: R30, Position: 0, Quotient: 1, Password: 3687
Line: L77, Position: 23, Quotient: -1, Password: 3687
Line: L23, Position: 0, Quotient: 0, Password: 3688
Line: L94, Position: 6, Quotient: -1, Password: 3688
Line: R34, Position: 40, Quotient: 0, Password: 3688
Line: R931, Position: 71, Quotient: 0, Password: 3697
Line: L29, Position: 42, Quotient: 0, Password: 3697
Line: R57, Position: 99, Quotient: 0, Password: 3697
Line: L64, Position: 35, Quotient: 0, Password: 3697
Line: R65, Position: 0, Quotient: 1, Password: 3698
Line: L28, Position: 72, Quotient: -1, Password: 3698
Line: L56, Position: 16, Quotient: 0, Password: 3698
Line: R84, Position: 0, Quotient: 1, Password: 3699
Line: L23, Position: 77, Quotient: -1, Password: 3699
Line: L593, Position: 84, Quotient: -1, Password: 3705
Line: R82, Position: 66, Quotient: 1, Password: 3706
Line: R81, Position: 47, Quotient: 1, Password: 3707
Line: R53, Position: 0, Quotient: 1, Password: 3708
Line: L41, Position: 59, Quotient: -1, Password: 3708
Line: L19, Position: 40, Quotient: 0, Password: 3708
Line: R29, Position: 69, Quotient: 0, Password: 3708
Line: R17, Position: 86, Quotient: 0, Password: 3708
Line: L86, Position: 0, Quotient: 0, Password: 3709
Line: R55, Position: 55, Quotient: 0, Password: 3709
Line: L55, Position: 0, Quotient: 0, Password: 3710
Line: R86, Position: 86, Quotient: 0, Password: 3710
Line: R40, Position: 26, Quotient: 1, Password: 3711
Line: L24, Position: 2, Quotient: 0, Password: 3711
Line: R398, Position: 0, Quotient: 1, Password: 3715
Line: R75, Position: 75, Quotient: 0, Password: 3715
Line: L75, Position: 0, Quotient: 0, Password: 3716
Line: L516, Position: 84, Quotient: -1, Password: 3721
Line: L28, Position: 56, Quotient: 0, Password: 3721
Line: R62, Position: 18, Quotient: 1, Password: 3722
Line: R59, Position: 77, Quotient: 0, Password: 3722
Line: L68, Position: 9, Quotient: 0, Password: 3722
Line: L9, Position: 0, Quotient: 0, Password: 3723
Line: L69, Position: 31, Quotient: -1, Password: 3723
Line: L66, Position: 65, Quotient: -1, Password: 3724
Line: L775, Position: 90, Quotient: -1, Password: 3732
Line: R10, Position: 0, Quotient: 1, Password: 3733
Line: R48, Position: 48, Quotient: 0, Password: 3733
Line: L15, Position: 33, Quotient: 0, Password: 3733
Line: L6, Position: 27, Quotient: 0, Password: 3733
Line: L364, Position: 63, Quotient: -1, Password: 3737
Line: L76, Position: 87, Quotient: -1, Password: 3738
Line: L13, Position: 74, Quotient: 0, Password: 3738
Line: R26, Position: 0, Quotient: 1, Password: 3739
Line: R85, Position: 85, Quotient: 0, Password: 3739
Line: L76, Position: 9, Quotient: 0, Password: 3739
Line: L74, Position: 35, Quotient: -1, Password: 3740
Line: L35, Position: 0, Quotient: 0, Password: 3741
Line: L86, Position: 14, Quotient: -1, Password: 3741
Line: R80, Position: 94, Quotient: 0, Password: 3741
Line: R6, Position: 0, Quotient: 1, Password: 3742
Line: L344, Position: 56, Quotient: -1, Password: 3745
Line: R83, Position: 39, Quotient: 1, Password: 3746
Line: R2, Position: 41, Quotient: 0, Password: 3746
Line: L1, Position: 40, Quotient: 0, Password: 3746
Line: L957, Position: 83, Quotient: -1, Password: 3756
Line: R22, Position: 5, Quotient: 1, Password: 3757
Line: R61, Position: 66, Quotient: 0, Password: 3757
Line: L28, Position: 38, Quotient: 0, Password: 3757
Line: L58, Position: 80, Quotient: -1, Password: 3758
Line: L37, Position: 43, Quotient: 0, Password: 3758
Line: R75, Position: 18, Quotient: 1, Password: 3759
Line: R82, Position: 0, Quotient: 1, Password: 3760
Line: L60, Position: 40, Quotient: -1, Password: 3760
Line: L640, Position: 0, Quotient: 0, Password: 3767
Line: R25, Position: 25, Quotient: 0, Password: 3767
Line: L25, Position: 0, Quotient: 0, Password: 3768
Line: R53, Position: 53, Quotient: 0, Password: 3768
Line: R47, Position: 0, Quotient: 1, Password: 3769
Line: L97, Position: 3, Quotient: -1, Password: 3769
Line: R24, Position: 27, Quotient: 0, Password: 3769
Line: R202, Position: 29, Quotient: 0, Password: 3771
Line: R71, Position: 0, Quotient: 1, Password: 3772
Line: L588, Position: 12, Quotient: -1, Password: 3777
Line: R157, Position: 69, Quotient: 0, Password: 3778
Line: L69, Position: 0, Quotient: 0, Password: 3779
Line: L42, Position: 58, Quotient: -1, Password: 3779
Line: R842, Position: 0, Quotient: 1, Password: 3788
Line: R95, Position: 95, Quotient: 0, Password: 3788
Line: L95, Position: 0, Quotient: 0, Password: 3789
Line: L2, Position: 98, Quotient: -1, Password: 3789
Line: L798, Position: 0, Quotient: 0, Password: 3797
Line: L42, Position: 58, Quotient: -1, Password: 3797
Line: R45, Position: 3, Quotient: 1, Password: 3798
Line: L24, Position: 79, Quotient: -1, Password: 3799
Line: L79, Position: 0, Quotient: 0, Password: 3800
Line: L79, Position: 21, Quotient: -1, Password: 3800
Line: R79, Position: 0, Quotient: 1, Password: 3801
Line: L25, Position: 75, Quotient: -1, Password: 3801
Line: L95, Position: 80, Quotient: -1, Password: 3802
Line: L851, Position: 29, Quotient: 0, Password: 3810
Line: R55, Position: 84, Quotient: 0, Password: 3810
Line: L61, Position: 23, Quotient: 0, Password: 3810
Line: L39, Position: 84, Quotient: -1, Password: 3811
Line: R16, Position: 0, Quotient: 1, Password: 3812
Line: R28, Position: 28, Quotient: 0, Password: 3812
Line: L28, Position: 0, Quotient: 0, Password: 3813
Line: L97, Position: 3, Quotient: -1, Password: 3813
Line: R83, Position: 86, Quotient: 0, Password: 3813
Line: R14, Position: 0, Quotient: 1, Password: 3814
Line: L26, Position: 74, Quotient: -1, Password: 3814
Line: L74, Position: 0, Quotient: 0, Password: 3815
Line: R24, Position: 24, Quotient: 0, Password: 3815
Line: R45, Position: 69, Quotient: 0, Password: 3815
Line: R42, Position: 11, Quotient: 1, Password: 3816
Line: R89, Position: 0, Quotient: 1, Password: 3817
Line: R835, Position: 35, Quotient: 0, Password: 3825
Line: L35, Position: 0, Quotient: 0, Password: 3826
Line: R32, Position: 32, Quotient: 0, Password: 3826
Line: R70, Position: 2, Quotient: 1, Password: 3827
Line: R98, Position: 0, Quotient: 1, Password: 3828
Line: R81, Position: 81, Quotient: 0, Password: 3828
Line: R222, Position: 3, Quotient: 1, Password: 3831
Line: L939, Position: 64, Quotient: -1, Password: 3841
Line: L64, Position: 0, Quotient: 0, Password: 3842
Line: R29, Position: 29, Quotient: 0, Password: 3842
Line: R188, Position: 17, Quotient: 1, Password: 3844
Line: R9, Position: 26, Quotient: 0, Password: 3844
Line: L26, Position: 0, Quotient: 0, Password: 3845
